docId,filename,filename,work_id,title,rating,category,relationship,character,additional tags,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,0 jake wolf back,1 ashley love baby,2 eyes back face,3 time school good,4 eyes back face,5 back looked asked,6 aro caius marcus,7 eyes back body,8 back eyes head,9 time human knew
172,ColdPalmsWarmWords.txt,ColdPalmsWarmWords.txt,25493119,"Cold Palms, Warm Words",General Audiences,Gen,Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale, Reader","Reader-Insert, Age Regression/De-Aging, agere, Non-Sexual Age Play, We Need Better Regression Tags On Here, Regressor Reader, reader uses she/her pronouns, High School, Panic Attacks, Hurt/Comfort",2020-07-24,Completed,2020-07-24,2015,1/1,7,99,12,770,1.5923225311336537E-4,1.5343219597528193E-4,0.07261117614666851,0.10721512234682175,1.5798849960018877E-4,0.07288434135431542,8.043854085877726E-5,0.21371765199814063,0.5050436731839636,0.027976943480542433
173,ColdSkinHotCoffee.txt,ColdSkinHotCoffee.txt,25391542,"Cold Skin, Hot Coffee",Mature,F/M,Edward Cullen/Bella Swan,"Bella Swan, Edward Cullen, Cullen Family, Jacob Black, Jacob Black's Pack (Twilight), Alice Cullen, Charlie Swan, Angela Weber","Fluff and Angst, Alternate Universe - Coffee Shops & Cafes, Coffee Shops, Edward Cullen Needs a Hug, Edward Cullen Being An Asshole, Bella Swan with a Backbone, Angst, Fluff, Fluff and Humor, Angst and Humor, Bella Swan & Human Friends - Freeform, Twilight Renaissance, Human Bella Swan, Alternate Universe - College/University, College, Protective Edward Cullen, First Time, Ex-Boyfriend Jacob Black, Good Parent Charlie Swan, Alice Cullen Being a Good Sister, listen just trust me I'm not a mormon woman in the early 2000s but I do love a good coffee shop AU",2020-07-20,Updated,2020-09-06,7271,4/?,5,45,8,530,0.0026598850070208434,3.822313342120639E-5,0.12102604061261538,0.34937050719830187,0.04196282955337529,0.16975526381889552,2.0038904220255885E-5,8.85147820144779E-5,4.641064391175988E-5,0.31503228634622343
174,Collide.txt,Collide.txt,25923862,Collide,Not Rated,F/M,"Embry Call/Hailey Fields, Terra Call/Harry Fuller, Connor Clearwater/Carli Call, Marcus Black/Lacsey Call","Embry Call, Emily Young, Sam Uley, Seth Clearwater, Leah Clearwater, Rose Clearwater, Sue Clearwater, Tiffany Call, Embry and Hailey's children","Little Women refrences, Threats of Rape/Non-Con, Mentions of Cancer, mentions of abuse, Recreational Drug Use, Consensual Underage Sex, Teen Pregnancy, Foster Care, Adopted Sibling Relationship, Adopted Children",2020-08-15,Completed,2020-08-16,32904,2/2,0,1,0,78,0.3945211891696218,0.07989469509475938,0.020215204701368446,0.008916452146465297,9.070998911261387E-6,0.4395886536261381,0.006561127401664625,0.0496255668634444,4.420456702313592E-4,2.259943273953343E-4
175,CollidingwithFate.txt,CollidingwithFate.txt,26431963,Colliding with Fate,Explicit,F/M,Edward Cullen/Bella Swan,0,"Dirty Talk, Dark Past, Healing Sex, Angst, Rough Sex, Oral Sex, Secret Sex, One of My Favorites",2020-09-12,Completed,2020-09-12,64866,20/20,0,5,1,166,4.5843617992110075E-6,0.015534426859980272,6.196968099413819E-4,0.17854559311072435,4.548553626042837E-6,0.036359560885644,2.315858544278175E-6,0.47663876569037356,0.2709369775173418,0.021353530352025054
176,Comfort.txt,Comfort.txt,26400793,Comfort,Mature,F/M,Bella Swan/Charlie Swan,"Bella Swan, Charlie Swan","Smut, Plot What Plot/Porn Without Plot, Fluff and Angst, Parent/Child Incest, I Don't Even Know, Comfort Sex, One Shot, Book: New Moon",2020-09-11,Completed,2020-09-11,3200,1/1,3,81,8,3149,8.584171429200229E-5,8.271491781710611E-5,0.14120726713586518,2.878515411382152E-4,8.517120984557102E-5,0.1445946174896059,4.336421866459874E-5,0.7130108324458786,1.0043270274828853E-4,5.019066241445541E-4
177,Complicated.txt,Complicated.txt,22679197,Complicated,Explicit,F/F,Leah Clearwater/Bella Swan,"Bella Swan, Leah Clearwater","Romance, Drama, Comedy",2020-02-12,Updated,2020-08-24,77244,24/?,23,256,65,6628,0.1418369374807033,3.6500024537707217E-6,0.12922705787270403,0.05334311019652077,3.7583924778156982E-6,0.5990916081686982,1.913554516025912E-6,0.07278372774940245,4.4318439907132096E-6,0.003703804738532868
178,Consequences.txt,Consequences.txt,25412464,Consequences,Teen And Up Audiences,F/M,"Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale","Bella Swan, Edward Cullen, Alice Cullen, Jasper Hale, Jacob Black","Out of Character Bella Swan, Bella Swan with a Backbone, BAMF Bella Swan, Human Bella Swan, Jasper Hale & Bella Swan Friendship, Couple Fight, Ultimatums, Twilight References, Book: New Moon, Pre-New Moon, No New Moon, Twilight Series Rewrite, Southern charm, Resolved Argument Prompt Exchange, Best Friends, Best friend advice, Self-Esteem Issues, low confidence, Controlling Edward Cullen",2020-07-20,Completed,2020-07-20,3155,3/3,6,57,6,737,1.0155347797300506E-4,0.0010561360658369367,0.11434719492593712,0.09233557953069177,1.0076024988928069E-4,0.20172504493538906,5.130124976292785E-5,0.05484866134154166,1.1881508134405853E-4,0.5353149531416341
179,Constellation.txt,Constellation.txt,26201083,Constellation,Not Rated,F/M,"Edward Cullen/Bella Swan, Jacob Black/Bella Swan","Bella Swan, Edward Cullen, Jacob Black",0,2020-08-30,Updated,2020-10-18,4879,3/?,5,36,4,289,0.021283308816102173,7.218941615892714E-5,0.0016438218285399972,0.33605073841585476,7.433314418441808E-5,0.38776505219647167,3.7846106968361574E-5,0.06096455788056293,7.945989565279466E-4,0.19131355323862875
180,Convergence.txt,Convergence.txt,25272094,Convergence,Explicit,"F/M, Multi","Aro (Twilight)/Original Female Character(s), Marcus (Twilight)/Original Female Character(s), Caius (Twilight)/Original Female Character(s)","Aro (Twilight), Marcus (Twilight), Caius (Twilight), Demetri (Twilight), Felix (Twilight), Jane (Twilight), Alec (Twilight), Original Female Character(s), Sulpicia (Twilight), Athenodora (Twilight), Carlisle Cullen","Volturi, Dark, Morally Ambiguous Character, Mates, Violence, Blood and Gore, Mild Sexual Content",2020-07-14,Updated,2020-07-19,21147,8/?,37,156,47,2944,1.3129418911204174E-5,1.2651177987108214E-5,0.263806744943256,4.402665416237454E-5,1.3026865812962504E-5,0.03549598203617232,0.2733127802522685,0.04388712832358431,1.392532778665835E-4,0.38327527704997855
181,Conversations.txt,Conversations.txt,27180994,Conversations,General Audiences,Gen,0,"Beau Swan, Charlie Swan","Trans Male Character, good dads",2020-10-24,Completed,2020-10-24,1082,1/1,1,3,0,34,0.042660934647139895,2.7047705583183756E-4,8.614912993872173E-4,0.16251591030560172,0.5114900696024588,0.003991803561803244,1.4180061471841336E-4,0.02711399975551759,0.06654752811069549,0.18440598504684586
182,CouldYouJustTrytoListen.txt,CouldYouJustTrytoListen.txt,25366153,Could You Just Try to Listen,General Audiences,F/M,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","edward/bella - Freeform, edward/bella angst, edward bella argue, Book: Eclipse, eclipse era",2020-07-18,Completed,2020-07-18,2057,1/1,5,30,4,390,1.6043758193063918E-4,1.5459362052144436E-4,0.35626487837086424,5.379925785047592E-4,0.13035677473696447,0.2535931794537989,8.104743063720371E-5,3.579984003533502E-4,0.0017016335092914627,0.25679146431713346
183,CountdowntoCombustion.txt,CountdowntoCombustion.txt,26901583,Countdown to Combustion,Explicit,F/M,Edward Cullen/Bella Swan,0,0,2020-10-08,Updated,2020-10-23,49146,19/23,0,8,2,124,0.008710391005809196,0.008464974249447426,0.06965109809330203,0.41002428621961406,6.444976828778198E-6,0.28113012014174227,3.2814067687679235E-6,0.21399546954062573,0.0015399757583621655,0.006473958607499593
184,CrackOfSunlight.txt,CrackOfSunlight.txt,23931622,Crack Of Sunlight,Teen And Up Audiences,F/M,"Edward Cullen/Bella Swan, Jacob Black & Bella Swan, Bella Swan & Sam Uley","Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Rosalie Hale, Lauren Mallory, Original Characters","This will follow canon relativly closely at first, and then it will only follow the broadest strokes, but there are changes all throughout the story, i've taken canon out back and shot it, slower burn than canon, Jacob and Bella are bffs (Twilight), Hybrid Bella Swan, Dhampire Bella Swan, Non-Human Bella Swan",2020-04-30,Updated,2020-10-24,15565,4/?,6,70,20,821,0.024256934122239754,1.9799076399965775E-5,6.30616597108995E-5,0.04989891250253436,0.5849898139914673,0.2849243265455941,1.0379886736557368E-5,4.584948367050051E-5,2.1793119109032156E-4,0.05557299154055617
185,CreditCard.txt,CreditCard.txt,26013604,Credit Card,General Audiences,Gen,0,0,Humor,2020-08-20,Completed,2020-08-20,844,1/1,0,4,0,45,2.5813800820858517E-4,2.4873529507825657E-4,7.92242032883024E-4,0.96546176832731,2.5612170781518894E-4,0.0012350814780025525,1.3040225403145275E-4,5.760059014665635E-4,3.020151456698428E-4,0.0307394898495345
186,Crossdestinies.txt,Crossdestinies.txt,26413369,Cross destinies,Not Rated,F/M,Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale","definitely the best characters, Prophetic Visions, Pre-Canon, Canon Compliant, Why can't we just have a book about them",2020-09-11,Completed,2020-09-11,522,1/1,0,7,0,146,4.5969066877124646E-4,4.4294637172974946E-4,0.5479667626066513,0.0015414727972760016,0.04383355581355663,0.010874917089285894,2.3221957812798698E-4,0.0010257479706258267,5.378268208369872E-4,0.39308486028313844
187,CullensRoadhouse.txt,CullensRoadhouse.txt,22700035,Cullen's Roadhouse,Explicit,F/M,"Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen","James, Edward, Bella, Jacob, Alice, Charlie, Jasper, Emmett Cullen, Rosalie Hale, The Doctor","Cheating, Angst, Slow Burn, southern bella, bar speak, sloowww burn, No really slow, Edward's a turtle., Alice is a model., Jasper the med student, Sarcasm, Smart mouth, Foul Language, Eating Disorders, screwed up 20-somethings, Like Girls if they all worked and didn't take money from their parents, drug usage, Drug Use, Art, artist",2020-02-13,Updated,2020-09-17,43108,19/?,276,97,14,2290,0.006121955706401733,0.06845512396596,0.056371325112427484,0.4696938658666337,6.913670533187398E-6,3.33394091949179E-5,3.5200383007324567E-6,0.1470382613491338,0.2522349532147873,4.074166662715559E-5
188,CuoriinGuerra.txt,CuoriinGuerra.txt,26686894,Cuori in Guerra,Teen And Up Audiences,"F/F, F/M, M/M, Multi, Other","The Volturi (Twilight)/Original Character(s), Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen, Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Character(s), Aro (Twilight)/Original Character(s), Caius (Twilight)/Original Character(s), Marcus (Twilight)/Original Character(s), Demetri/Felix (Twilight), Emmett Cullen/Rosalie Hale","Aro (Twilight), Marcus (Twilight), Caius (Twilight)","Angst, Eventual Smut, War, Soulmates, True Mates, Vampires, Character Turned Into Vampire, Shapeshifting, Alternate Universe - Rock Band, Royalty, Holidays, Ballroom Dancing, Nonbinary Character, They/ Them Pronouns Main Character, AFAB, Queer Themes, Queer Character, Post-Canon, Polyamory, Polyamorous Character, BDSM, Rope Bondage, Trauma, Blood Kink, Knifeplay, Predator/Prey, Age Difference, Divorce, Choking, Riding Crops, Paint Kink, Break Up, Flashbacks, powers, Daddy Kink, Daddy Issues, Sugar Daddy, Sugar Daddies, Romance, Eventual Romance, Cuddling & Snuggling, Reading, Public Display of Affection, Public Sex, Slow Burn, Slow Build, Slow Romance, The Volturi (Twilight)/Original Character(s) - Freeform, Light Angst, Werewolves, Caius (Twilight) - Freeform, Marcus (Twilight) - Freeform, Aro (Twilight) - Freeform, Emmett Cullen/Rosalie Hale - Freeform, Demetri/Felix (Twilight) - Freeform, Marcus (Twilight)/Original Character(s) - Freeform, Caius (Twilight)/Original Character(s) - Freeform, Aro (Twilight)/Original Character(s) - Freeform, Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Character(s) - Freeform, Carlisle Cullen/Esme Cullen - Freeform, Alice Cullen/Jasper Hale - Freeform, Edward Cullen/Bella Swan - Freeform, Threesome",2020-09-27,Updated,2020-10-12,9686,10/?,0,6,2,197,3.906846447543574E-5,3.764539018097491E-5,4.885625183100423E-4,0.4299872917385307,4.0742220883052113E-4,0.39022804842868325,1.9736015879644966E-5,0.0015618125028316876,4.5709146326532257E-5,0.17718470358595131
189,DanceswithWerewolves.txt,DanceswithWerewolves.txt,25035193,Dances with Werewolves,Teen And Up Audiences,"F/F, F/M, Gen, M/M, Multi","Sam Uley/Jasper Hale, Jacob Black/Edward Cullen, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Billy Black/Charlie Swan, Seth Clearwater/Alice Cullen, Leah Clearwater/Rosalie Hale","Edward Cullen, Jacob Black, Sam Uley, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Billy Black, Seth Clearwater, Leah Clearwater, Original Werewolf Character(s), Emily Young (Twilight)","Parody, Twilight Parody, Humor, Comfort/Angst, Hurt/Comfort, Angst, Fluff and Angst, Angst with a Happy Ending, Werewolves and Vampires getting along, Sequel, second work, Consequences, rationality, Logic, Emotional evalutations, Polyamory, Healthy Polyamory, Rosalie Hale needs help, The Cullen Family ideal isn't healthy, Gay, Comfort Werewolves, Imprinting is not a thing, Exploring side characters, Exploring side-character backstories, History, references, Carlisle Cullen might learn to stop being in denial, Friendship, Not Canon Compliant, Deviates From Canon, Leah's character deserves better",2020-07-02,Updated,2020-09-15,30408,6/?,21,79,9,1144,0.054531182121894874,1.0309865605953628E-5,0.016489946368910643,0.06869130121933914,6.163991652389907E-4,0.27669215994289437,5.4050620896190915E-6,0.055654959896410165,4.1637369600943676E-4,0.5268919626616068
190,DarkMatter.txt,DarkMatter.txt,24691720,Dark Matter,Teen And Up Audiences,Gen,0,"Charlie Swan, Billy Black, Carlisle Cullen, Esme Cullen, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen, Edward Cullen, Jacob Black, James (Twilight), Victoria (Twilight), Laurent (Twilight)","No Bella Swan, AU, Canon Relationships, Bella decided to stay in Arizona, Charlie Centric, BAMF Charlie, Canon Typical Violence, Other Additional Tags to Be Added, no beta we die like men, Not Canon Compliant, Based on a Tumblr Post, No Bashing",2020-06-13,Updated,2020-10-18,15548,4/?,12,28,8,365,1.9944268305500817E-5,1.9217795537029626E-5,0.21385487250637267,0.3288499139748195,2.0798713119745844E-4,0.3202213223814158,1.0075143757767913E-5,4.450338919140594E-5,2.3334305317398544E-5,0.13674882910408542
191,DarkParadise.txt,DarkParadise.txt,26986657,Dark Paradise,Mature,F/M,Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale, Cynthia Brandon, Lilian Brandon, Edgar Brandon, Anna-Marie Brandon, Edward Cullen, Emmett Cullen","Human/Vampire AU, Alternate Universe - 1920s, Alice is not a vampire -- yet, Jasper on the other hand",2020-10-13,Updated,2020-10-27,7485,2/5,17,13,3,111,8.435591653728064E-4,0.18069132020101789,0.10747908465576982,0.0021451186280937377,4.4267235144558186E-4,0.06469249420221973,2.1443574670825108E-5,0.004901382417204297,4.9663898649553475E-5,0.6387332609055559
192,Darlingitisnojokethisislycanthropy.txt,Darlingitisnojokethisislycanthropy.txt,3703003,"Darling, it is no joke, this is lycanthropy.",Teen And Up Audiences,F/F,Leah Clearwater/Bella Swan,0,What if Bella was a Lesbian,2015-04-07,Updated,2020-09-13,12007,6/?,157,1042,183,12285,0.09861122934420492,2.4674053003399895E-5,0.1047049971111144,0.3021251515919387,0.09353676934643142,0.21783243414595543,1.2935647619782241E-5,5.71386547236316E-5,0.13341050747970415,0.04968416262530411
193,Dawn.txt,Dawn.txt,25404397,Dawn,Not Rated,F/F,"Rosalie Hale/Bella Swan, Leah Clearwater/Bella Swan, Jacob Black/Bella Swan, Charlie Swan/Original Female Character(s), Leah Clearwater/Angela Weber, Angela Weber/Eric Yorkie, Mike Newton/Jessica Stanley, Seth Clearwater - Relationship, Harry Clearwater/Sue Clearwater, Billy Black/Sue Clearwater, Emmett Cullen/Rosalie Hale, Alice Cullen/Jasper Hale, Edward Cullen - Relationship, Denali Coven & Bella Swan, Carlisle Cullen/Esme Cullen, Rebecca Black/Bella Swan","Edward Cullen, Cullen Family, Bella Swan, Rosalie Hale, Jacob Black, Leah Clearwater",0,2020-07-20,Updated,2020-07-20,2292,2/?,1,40,5,460,0.07424197649495057,0.07304195409277246,0.0015842056582480468,0.4606568688505087,0.2774603405802942,0.06515815386896498,6.399571570892688E-5,2.826784720149648E-4,1.4821580766092896E-4,0.047361610458876144
194,DawnofDestiny.txt,DawnofDestiny.txt,26433130,Dawn of Destiny,Explicit,F/M,Edward Cullen/Bella Swan,0,"My First Fanfic, Vampire Edward, Love at First Sight, Gratuitous Smut, Cringy at first but it gets better, Dirty Talk, Attempts at BDSM, Some original mythological characters",2020-09-13,Completed,2020-09-13,131268,37/37,0,2,0,225,0.00836101308997937,2.199863064838695E-6,0.012157325705888547,0.03604929325634624,2.265189927906196E-6,0.29913712687488603,0.026886965478638277,0.4663489854704725,0.0016184049851702877,0.14943642008562608
195,DawntilDusk.txt,DawntilDusk.txt,25544917,Dawn 'til Dusk,Teen And Up Audiences,"F/F, F/M, M/M","Edythe Cullen/Bella Swan, Emmett Cullen/Rosalie Hale, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen, Edythe Cullen & Bella Swan, Edythe Cullen & Emmett Cullen, Edythe Cullen & Alice Cullen, Edythe Cullen & Jacob Black","Edythe Cullen, Bella Swan, Emmett Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Carlisle Cullen, Esme Cullen, Jacob Black, Jessica Stanley, Angela Weber, Elizabeth Masen, Billy Black, Original Female Character(s), Eric Yorkie, Mike Newton, Tyler Crowley","Human Edythe Cullen, Vampire Bella Cullen, Human Jacob Black, Fluff, Angst, Bella and Emmett shenanigans, Motorcycles, Gay, Twilight Series Rewrite, Murder Mystery, Kinda, Conspiracy Theories, Bella still being clumsy, Fixing cars",2020-07-27,Updated,2020-08-13,12834,3/25,11,31,10,495,2.3453302774297757E-5,0.0033422594040950575,0.09656344172046318,0.36324949234907683,0.20473566089874087,0.3232258255667798,1.1847784708167731E-5,5.2333404525077385E-5,0.00135530394614526,0.007440381622691428
196,Daybreak.txt,Daybreak.txt,25591888,Daybreak,Not Rated,0,0,"Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Angela Weber, Jessica Stanley, Mike Newton, Alice Cullen, Carlisle Cullen",0,2020-07-29,Updated,2020-08-12,4817,2/?,0,3,0,26,6.64194712173226E-5,6.400013266869645E-5,0.05535777683360344,0.23211993414104926,0.15863345297230952,0.3011574140679946,3.355278371605569E-5,1.4820757182937766E-4,7.77091541622365E-5,0.25234153287144945
197,DaystoWed.txt,DaystoWed.txt,27013765,30 Days to Wed,Mature,F/M,Edward Cullen/Bella Swan,0,"Slow Burn, Slow Romance",2020-10-14,Updated,2020-10-14,2385,1/?,0,1,1,10,1.2946865148402289E-4,1.2475273770703622E-4,0.037048215743645106,0.5514188633619687,1.2845737966577604E-4,0.005506235307644897,6.540301483339514E-5,0.18965171366887096,0.09300034121628803,0.12292654891789205
198,DearestCousin.txt,DearestCousin.txt,24045952,Dearest Cousin,Teen And Up Audiences,"F/F, F/M, M/M, Multi","Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Character(s), Edward Cullen/Bella Swan, Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Alice Cullen/Jasper Hale, Alec/Jane (Twilight)/Original Female Character(s), Afton/Chelsea (Twilight), Demetri (Twilight)/Original Character(s), Felix (Twilight)/Original Female Character(s), Athenodora/Didyme/Sulpicia (Twilight)","Aro (Twilight), Marcus (Twilight), Caius (Twilight), Original Male Character(s), Original Volturi Character(s), Original Female Character(s), Edward Cullen, Bella Swan, Carlisle Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Alec (Twilight), Jane (Twilight), Demetri (Twilight), Felix (Twilight), Chelsea (Twilight), Afton (Twilight), Athenodora (Twilight), Sulpicia (Twilight), Didyme (Twilight), Charlie Swan","Volturi, volturi kings - Freeform, Blood and Gore, Alternate Universe - Canon Divergence, Reincarnation, Vampires, Werewolves, Hybrids, Shifters, Demons, Witches, the male equivalant of a witch IS A WITCH, Bella Swan Bashing, Bella swan is a bitch in this, Edward Cullen Bashing, emmett and rosalie are protective, jasper hale is amazing, alice cullen is a sweetheart, Family Issues, Polyamory, True Mates, Mates, bloodsingers, Blood, Mild Gore, Italy, The Author Regrets Nothing",2020-05-19,Updated,2020-09-20,9901,5/?,10,128,40,2027,6.156858113110426E-4,2.98533517549277E-5,0.07727600549541627,0.08283949856413687,3.073987321772752E-5,0.12352076664297285,0.19121383951980908,6.913255629437499E-5,0.09622004625384654,0.4281844319312404
199,DeepWithintheCatacomb.txt,DeepWithintheCatacomb.txt,26907268,Deep Within the Catacomb,Teen And Up Audiences,F/M,"Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale","Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Edward Cullen","Torpor, Hellfire Club, Emmett/Rosalie is really just in the background",2020-10-09,Updated,2020-10-20,5827,5/?,25,30,2,244,5.183309832812436E-5,4.994507045645328E-5,0.17232540853862577,0.056910442331220626,5.405371236090405E-4,0.12790541992631022,2.618426051370046E-5,0.059786944361792084,0.17662895291915376,0.4057743323699902
200,DefiningNormal.txt,DefiningNormal.txt,24416716,Defining Normal,Teen And Up Audiences,F/M,"Embry Call/Original Female Character(s), Jared Cameron/Kim Connweller","Embry Call, Quil Ateara V, Kim Connweller, Jared Cameron, Original Female Character(s)","Slow Burn, Female Friendship, Original Character(s), College, Fluff, Work In Progress, Alternate Universe - Canon Divergence, Alternate Universe - Imprinting, Shapeshifting, POV Third Person, minor quil ateara & claire young friendship, Imprinting, Imprinting (Twilight), imprinting with a choice, Friends to Lovers, Found Family, minor sam uley/emily young, Pack Dynamics, embry is a bumbling awkward FOOL, but we love him and he is trying his best, quil and claire are strictly platonic we dont do that underage bs, smeyer can suck my dick, Childhood Trauma, Mild Hurt/Comfort, background leah clearwater/quil ateara v, Anti-Imprinting",2020-05-28,Updated,2020-10-25,86259,20/?,54,54,12,1678,0.2042777213551212,3.067555274083721E-6,0.12786159880083747,0.145285920078862,3.1586490183012734E-6,3.757162561645141E-4,1.6082000826651313E-6,0.02536117864658971,0.32513068390557054,0.1716993465524795
201,delamoresunaincredula.txt,delamoresunaincredula.txt,23647918,del amor es una incredula,Mature,"F/F, F/M, M/M","Rosalie Hale/Bella Swan, Edward Cullen/Emmett Cullen, Alice Cullen/Jasper Hale",0,"LGBTQ, Lesbian Character of Color, Interracial Relationship, Non-binary character, Male Character of Color, Native American Character(s), Twilight without White Washing, Twilight but with flavor, Alternate Universe - Modern Setting",2020-04-14,Updated,2020-10-07,62220,18/?,128,353,68,8657,4.240587879036688E-6,4.086123871170354E-6,0.30004661337695404,0.27159704659890793,0.0026852225510207643,0.2080990722273333,2.1421960356880547E-6,0.02874034048145369,8.452795452518441E-4,0.18797595631129252
202,deliberationsonthethemeofyou.txt,deliberationsonthethemeofyou.txt,25418209,deliberations on the theme of you,Not Rated,"F/F, F/M","Edward Cullen/Bella Swan, Jacob Black/Bella Swan, Sue Clearwater/Charlie Swan, Leah Clearwater/Original Female Character(s), Jessica Stanley/Angela Weber","Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Quil Ateara V, Paul Lahote, Sam Uley, Emily Young (Twilight), Leah Clearwater, Seth Clearwater, Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale","listen this is dumb and i will make no apologies, but basically: heres a retelling of twilight from new moon onward, twilight but:, jacob imprints on bella, bella reads a self help book, bella goes to therapy, charlie wises up and tries to shoot bellas ex boyfriend, this is either going to be way too long or ill never actually finish it, i am regressing to my middle school self and thats totally FINE, Alternate Universe - Canon Divergence, Slow Burn, Hurt/Comfort, References to Depression, Panic Attacks, Mutual Pining, Misunderstandings, Sharing a Bed, Motorcycles, Soul Bond, Soulmates, but these idiots share two brain cells and cant figure it out",2020-07-21,Updated,2020-07-31,7733,2/10,26,37,8,346,0.09348632457410604,3.878939464376867E-5,0.15776630580097226,0.23109112646310653,0.06233732051934551,0.4355145371537871,2.033577298497822E-5,8.495502320023529E-4,0.0015665464741332783,0.0173291636149183
203,DesireinCSharpMinor.txt,DesireinCSharpMinor.txt,25979917,Desire in C Sharp Minor,Not Rated,"F/M, M/M","Seth Clearwater/Edward Cullen, Edward Cullen/Bella Swan","Edward Cullen, Seth Clearwater, Bella Swan, Renesmee Cullen, Emmett Cullen, Jasper Hale, Alice Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Jacob Black, Tanya (Twilight)","Angst, Explicit Sexual Content, Explicit Language, Angst and Romance, Vampires, twilight - Freeform",2020-08-18,Updated,2020-10-15,8082,3/?,16,16,0,211,0.09121221861852524,3.944873813154808E-5,5.119663988884017E-4,0.005545749020349552,0.002358534066629922,0.41780669497672124,2.0681441165926735E-5,0.14534728841566166,4.789877684846688E-5,0.33710951954707813
204,Devastation.txt,Devastation.txt,22547680,Devastation,Teen And Up Audiences,Gen,"Edward Cullen/Bella Swan, Jacob Black/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Embry Call/Tanya","Bella Swan, Edward Cullen, Jacob Black, Cullen Family, Quileute Shifters (Twilight), Tanya (Twilight), Angela Weber, Charlie Swan","New Moon AU, No HEA, POV Multiple",2020-02-03,Updated,2020-08-08,19944,10/?,12,27,3,683,0.11670269815141696,1.9003212801477585E-5,4.327212724187769E-4,0.070038698510109,3.9176203251172604E-4,0.2937558219945283,1.9605989768398157E-4,4.400647168722975E-5,0.014166464858618248,0.5042527635982242
205,DevilinMe.txt,DevilinMe.txt,24924904,Devil in Me,Teen And Up Audiences,F/M,"Edward Cullen/Original Female Character(s), Edward Cullen/Original Character(s), Sam Uley/Emily Young","Edward Cullen, Alice Cullen, Jasper Hale, Carlisle Cullen, Esme Cullen, Emmett Cullen, Rosalie Hale, Jacob Black, Sam Uley, Paul Lahote, Jared Cameron, Embry Call, Quil Ateara V, Leah Clearwater, Seth Clearwater, Jessica Stanley, Angela Weber, Mike Newton, Eric Yorkie, Victoria (Twilight)","Romance, Supernatural Elements, Witch Bella Swan, Magic, Vampires, Shapeshifting, Soulmates, Imprinting, Imprinting (Twilight), Light Angst, Humor, Grief/Mourning, High School, Developing Relationship, Developing Friendships, Family, Werewolves, Witches, Mystery, Native American Character(s), Native American/First Nations Legends & Lore, Human/Vampire Relationship, Mommy Issues, Strong Female Characters",2020-06-26,Updated,2020-08-11,7096,2/?,19,76,31,1530,0.018559885586119717,0.10294878917742514,0.08539173167645572,0.016514442599886263,0.06764383776168745,0.23487575489686843,2.305008772606921E-5,1.0181562165586098E-4,0.006081282171190714,0.4678594104209847
206,DevilsDarlin.txt,DevilsDarlin.txt,26543842,Devil's Darlin',Mature,F/M,Peter/Bella Swan,"Bella Swan, Peter (Twilight), Victoria (Twilight), Garrett (Twilight)","Implied/Referenced Torture, Emotional Hurt/Comfort",2020-09-19,Updated,2020-09-19,20738,8/?,10,7,4,218,1.563845911373737E-5,1.5068826048590184E-5,0.09700020605715332,0.007873546968815108,1.551630805399238E-5,0.6154336032112522,0.0029592610543125145,0.11646608904527676,0.007691835354724985,0.1525292347152489
