work_id,title,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits 
25266988,Alternate Twilight (MxM),Mature,M/M,Twilight Series - Stephenie Meyer,"Edward Cullen/Beau Swan, Carlisle Cullen/Esme Cullen, Jacob Black/Edward Cullen, Edward Cullen/Jacob Black/Beau Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale","Beau Swan, Edward Cullen, Charlie Swan, Rosalie Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Alice Cullen, Jasper Hale",,English,2020-07-14,Updated,2020-10-15,86457,23/?,28,117,15,2902
25047424,A New Story,General Audiences,"F/F, F/M","Twilight Series - Stephenie Meyer, Twilight (Movies)","Rosalie Hale/Bella Swan, Alice Cullen/Jasper Hale","Bella Swan, Rosalie Hale, Edward Cullen, Jasper Hale, Emmett Cullen, Carlisle Cullen, Esme Cullen, Charlie Swan, Jacob Black","Gay, LGBTQ Character, Romance, Light Angst, Fluff, Cute, Mates",English,2020-07-03,Updated,2020-10-15,34618,13/?,79,535,93,9838
26673898,Ephemeral Quietus,Teen And Up Audiences,"F/F, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Edythe Cullen/Bella Swan, Emmett Cullen & Rosalie Hale, Carlisle Cullen & Esme Cullen, Archie Cullen & Jasper Hale","Edythe Cullen, Bella Swan, Charlie Swan, Emmett Cullen, Rosalie Hale, Jasper Hale, Esme Cullen, Carlisle Cullen, Other(s), Archie Cullen","Lesbian Vampires, Werewolves, Vampires, Alternate Universe - Canon Divergence, Fluff, Bella Swan with a Backbone, Rewrite, Fix-It of Sorts, Slow Burn, Humans, diversity",English,2020-09-27,Updated,2020-10-15,53483,11/?,null,4,3,262
26786233,Peering through the Looking Glass,Teen And Up Audiences,F/F,Twilight Series - Stephenie Meyer,"Alice Cullen/Bella Swan, Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale","Alice Cullen, Bella Swan, Edward Cullen","Alternate Universe, Hurt/Comfort",English,2020-10-06,Updated,2020-10-15,4622,3/?,3,12,4,283
27017494,Wait For Me To Come Home,Not Rated,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Carlisle Cullen/Original Female Character(s),"Carlisle Cullen, Alice Cullen, Esme Cullen, Jasper Hale, OFC","Fake Character Death, Soulmates, True Mates, Reconciliation",English,2020-10-15,Completed,2020-10-15,905,1/1,null,6,null,121
27017431,sleepless beauty,Explicit,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Rosalie Hale/Bella Swan,"Rosalie Hale, Bella Swan","Lesbian Sex, Light Bondage, Light BDSM, Dom/sub, Femdom, Degradation, Praise Kink, Kink, Kinky",English,2020-10-15,Completed,2020-10-14,6003,2/2,9,84,9,1099
26604586,Inappropriate Love,Explicit,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","no protection, just fluff, Cheating, Love, Divorce, Minor Violence",English,2020-09-22,Completed,2020-10-14,42511,11/11,4,14,3,364
27015688,The Blood is Rare and Sweet as Cherry Wine.,Teen And Up Audiences,Gen,Twilight Series - All Media Types,,"Bella Swan, Carlisle Cullen, Charlie Swan, Alice Cullen, Jasper Whitlock, Renee Dwyer, Mike Newton, Angela Weber, Tyler Crowley, Jessica Stanley, James (Twilight), Victoria (Twilight)","Drabble, Vampire Hunter AU",English,2020-10-14,Completed,2020-10-14,6184,1/1,1,7,null,40
22707349,i'm all soft shapes (and lines),Teen And Up Audiences,"F/F, F/M, Multi, Other","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Emmett Cullen/Rosalie Hale, Rosalie Hale/Bella Swan, Emmett Cullen/Bella Swan, Emmett Cullen/Bella Swan/Rosalie Hale","Bella Swan, Rosalie Hale, Emmett Cullen, Jasper Hale, Alice Cullen, Charlie Swan, Edward Cullen, Carlisle Cullen, Esme Cullen, Renee Dwyer","Alternate Universe - Canon Divergence, Strong Female Characters, Polyamory Negotiations, Polyamory, Suicidal Thoughts, jock meets nerd meets queen bee, Emotional Hurt/Comfort, Emotional Baggage, Minor Character Death, Suicide Attempt, Dysfunctional Relationships, Mental Health Issues, Angst and Humor, Mommy Issues, Motherhood",English,2020-02-14,Updated,2020-10-14,54970,14/?,329,646,173,11721
20028964,Time Won't Let Me Go,Teen And Up Audiences,"Multi, F/M","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Jacob Black/Bella Swan,"Bella Swan, Jacob Black, Seth Clearwater, Emmett, Jasper, Leah Clearwater","Angst, Angst and Hurt/Comfort, Love Triangles, Love, Sports, Pain, Alternate Universe, Alternate Universe - Human, Twilight Team Jacob, Olympics, Boxing, Fighter",English,2019-07-29,Completed,2020-10-14,124526,31/31,42,16,6,947
27013765,30 Days to Wed,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Edward Cullen/Bella Swan,,"Slow Burn, Slow Romance",English,2020-10-14,Updated,2020-10-14,2385,1/?,null,1,1,10
18150533,Score!,Teen And Up Audiences,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Kate/Bella Swan, Kate Denali/Bella Swan","Bella Swan, Kate (Twilight), Tanya (Twilight), Carmen (Twilight), Eleazar (Twilight), Irina (Twilight)","Fluff, Slow Burn, AU, set after new moon",English,2019-03-18,Updated,2020-10-14,31271,30/?,244,552,107,9487
26794903,Finding Where I Belong,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Aro/Bella Swan, Alice Cullen/Jasper Hale, Charlotte/Peter (Twilight)","Aro (Twilight), Bella Swan, Jasper Hale, Paul Lahote, Alice Cullen, Caius (Twilight), Marcus (Twilight), Sam Uley's Pack (Twilight), The Volturi (Twilight)","Romance, Friendship, Family, Comedy",English,2020-10-03,Updated,2020-10-15,17441,14/?,1,29,5,569
27010024,Drunk Bella,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Carlisle Cullen, Angela Weber, Jessica Stanley, Mike Newton, Eric Yorkie","Love, Fluff and Smut, Mild Smut, Fluff, Fluff and Humor, Humor, Vampires, Human Bella Swan, Bella Swan - Freeform, Edward Cullen - Freeform, drunk, Alcohol, drunk bella, Hair Washing, Cute, relationship, twilight - Freeform, Twilight series - Freeform, One Shot, Twilight Renaissance, Edward and bella - Freeform, Bella and Edward - Freeform",English,2020-10-14,Completed,2020-10-14,4605,1/1,2,13,2,242
26994496,I'd never lived before your Love,Teen And Up Audiences,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Aro (Twilight)/Original Female Character(s),"Marcus (Twilight), Caius (Twilight), Bella Swan, Charlie Swan, Jane (Twilight), Aro (Twilight)","Edward Bashing, Edward is not, This Is Not Going To Go The Way You Think, Bella is going to be different, Alice Cullen Bashing, Edward Cullen Bashing, The Volturi (Twilight) is Good, Bella may end up in the Volturi, Or not, who knows - Freeform, ok",English,2020-10-13,Updated,2020-10-14,1813,3/?,null,4,null,165
25617664,timeless crystals,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Alice Cullen, Jasper Hale, Rosalie Hale, Emmett Cullen, Esme Cullen, Carlisle Cullen",Alternate Universe - Historical,English,2020-07-30,Updated,2020-10-14,3524,2/?,1,5,1,48
25005178,Between Who You Are and Who You Could Be,Teen And Up Audiences,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",Jacob Black/Leah Clearwater,"Jacob Black, Leah Clearwater, Seth Clearwater, Sam Uley's Pack (Twilight), Sam Uley","Angst, So much angst, Blackwater, Imprinting (Twilight), Imprinting, Wolves Rule Suckers Drool, POV Leah Clearwater, POV Jacob Black, a total fanservice, Twilight didn't deserve Charlie Swan, Slow Build",English,2020-06-30,Updated,2020-10-14,73489,22/?,66,161,28,2676
27003394,Mermaid Bella,Not Rated,F/M,Twilight,Edward Cullen/Bella Swan,,,English,2020-10-14,Completed,2020-10-14,83,1/1,2,null,null,42
26541094,Alice is my favorite,Teen And Up Audiences,F/F,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer","Alice Cullen/Bella Swan, Edward Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale","Alice Cullen, Bella Swan, Edward Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Charlie Swan",Fluff,English,2020-09-19,Updated,2020-10-14,5774,4/?,10,33,9,639
27002389,The Denali's Girl,Not Rated,F/F,Twilight Series - All Media Types,"Irina/Kate/Bella Swan/Tanya, Athenodora/Didyme/Sulpicia (Twilight)","Bella Swan, Tanya (Twilight), Kate (Twilight), Irina (Twilight), Carmen (Twilight), Eleazar (Twilight), Esme Cullen, Alice Cullen, Rosalie Hale, Emmett Cullen, Jasper Hale, Edward Cullen, Carlisle Cullen, Sulpicia (Twilight), Didyme (Twilight), Athenadora (Twilight), Jane (Twilight), Heidi (Twilight)","Edward Cullen Bashing, The Volturi (Twilight) is Good, Soulmates, Human/Vampire Relationship, Mating Bond, Bella is a shield",English,2020-10-14,Updated,2020-10-14,2847,2/?,7,30,11,241
25981639,Something Wild,Teen And Up Audiences,"F/M, Gen",Twilight Series - Stephenie Meyer,"Leah Clearwater/Sam Uley, Sam Uley/Emily Young, Paul Lahote/Original Female Character(s)","Leah Clearwater, Sam Uley, Original Female Character(s), Jared Cameron, Paul Lahote, Emily Young (Twilight), Embry Call, Allison Uley","Family, Friendship, Eventual Romance, Imprinting, Wolf Pack, Platonic Female/Male Relationships, Slow Burn",English,2020-08-18,Updated,2020-10-13,25296,17/?,4,30,11,490
23659141,Chance Encounters,Mature,F/M,Twilight Series - All Media Types,Garrett/Bella Swan,"Garrett (Twilight), Bella Swan, Jasper Hale, Alice Cullen, Emmett Cullen, Rosalie Hale",,English,2020-04-15,Updated,2020-10-13,23980,5/?,5,55,17,807
21311572,From a Sheep to Fox,Not Rated,,Twilight Series - All Media Types,"Caius/Bella Swan, Edward Cullen/Bella Swan","Edward Cullen, Bella Swan, Caius (Twilight), Marcus (Twilight), Aro (Twilight), Alice Cullen, Carlisle Cullen, Esme Cullen, Felix (Twilight)","Book: New Moon, Twilight References",English,2019-11-04,Updated,2020-10-13,47246,19/22,51,234,56,4921
26089681,Unfading Joy and Sorrow,Explicit,"F/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Female Character(s), Aro (Twilight)/Original Female Character(s), Marcus (Twilight)/Original Female Character(s), Caius (Twilight)/Original Female Character(s), Original Female Character/Original Male Character","Aro (Twilight), Caius (Twilight), Marcus (Twilight), Original Female Character(s)","Implied/Referenced Rape/Non-con, Implied/Referenced Self-Harm, Recreational Drug Use, Smoking, Drinking, Mental Health Issues, Blood Kink, Original Character(s), Vampires, plus sized character",English,2020-08-24,Updated,2020-10-13,36607,6/?,21,76,12,1572
25868950,Finding My Place | Jasper Hale,Not Rated,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Jasper Hale/Original Character(s), Emmett Cullen/Rosalie Hale, Edward Cullen/Bella Swan","Jasper Hale, Emmett Cullen, Rosalie Hale, Edward Cullen, Bella Swan, Alice Cullen, Original Swan Character(s) (Twilight), Charlie Swan","twilight - Freeform, Fanfiction, OC, Fanfic",English,2020-08-12,Completed,2020-10-13,19279,10/10,null,25,3,1104
26990155,Caramel Latte,General Audiences,F/M,Twilight Series - All Media Types,Alice Cullen/Jasper Hale,"Jasper Hale, Alice Cullen, Rosalie Hale, Bella Swan","Fluff, Alternate Universe - Coffee Shops & Cafes, Love, Marriage, True Love, Fashion Designer Alice, Dresses",English,2020-10-13,Completed,2020-10-13,1136,1/1,null,null,null,64
26943745,Secrets,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,"Edward Cullen/Bella Swan, all usual canon pairings","Edward Cullen, Bella Swan, Jessica Stanley, Lauren Mallory, Mike Newton, Angela Weber, Charlie Swan, Leah Clearwater, Jacob Black, Carlisle Cullen, Esme Cullen, Jasper Hale, Alice Cullen, Rosalie Hale, Emmett Cullen, Laurent (Twilight), Victoria (Twilight), James (Twilight)","Alternate Universe - Character Changes, Bella Jacob and Leah are not who you think they are, Bella's got a secret, Edward's POV, all the female characters have been tweaked, well not Alice because she is perfect, Edward learns to respect boundaries, lots of cute fluff eventually, but first we angst, excuse my dust while I clean up years-old writing, Bella but with a personality, Bella but can take care of herself, Edward is an unreliable narrator",English,2020-10-11,Updated,2020-10-13,11589,4/?,8,17,4,195
24990571,Random Student: Paranoid Investigator,Teen And Up Audiences,Other,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",,"Bella Swan, Edward Cullen, Jasper Hale, Rosalie Hale, Tina Garbage (Original Character), Carlisle Cullen, Alice Cullen, Charlie Swan, Emmett Cullen, Jacob Black","Parody, Comedy, Original Character(s), Friendship, Fun, Lots of sarcasm, not meant to hate on twilight fans, Mystery, Paranormal Investigators, POV Original Character, Twilight Parody, Alternate Universe - Canon, Twilight Renaissance",English,2020-06-30,Updated,2020-10-13,19754,12/?,null,8,1,185
26113501,Mates,Teen And Up Audiences,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Tanya/Carmen, Tanya Denali/Carmen Denali, Edward Cullen/Bella Swan, Garrett/Kate (Twilight)","Tanya (Twilight), Carmen (Twilight), Kate (Twilight), Bella Swan, Renesmee Cullen, Garrett (Twilight), Eleazar (Twilight), Edward Cullen","I really ship the two of them, They have more chemistry than Edward and Bella in the whole series, Cute lesbians, Fluff, Comfort, Not Canon Compliant",English,2020-08-25,Updated,2020-10-13,2812,2/3,1,8,1,156
14139156,The Queen,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight (Movies)","Marcus (Twilight)/Original Female Character(s), Caius (Twilight)/Original Female Character(s), Aro (Twilight)/Original Female Character(s)","The Volturi (Twilight), the Cullens, Twilight Series Characters","Polyamory, graphic smut, Violence, trigger warning: blood, Bella Swan Bashing, Character Turned Into Vampire",English,2018-03-29,Updated,2020-10-13,13289,9/?,38,385,85,8253
26984962,The Adventures of Prince Town,General Audiences,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Alice Cullen",,English,2020-10-13,Completed,2020-10-13,2398,1/1,2,2,null,16
25417525,Solstice,Mature,Multi,Twilight Series - Stephenie Meyer,"Alice Cullen/Jasper Hale, Edward Cullen/Bella Swan, Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Jacob Black/Renesmee Cullen, Mike Newton/Jessica Stanley, Sue Clearwater/Charlie Swan, Billy Black & Original Female Character(s), James/Victoria (Twilight), Carmen/Eleazar (Twilight), Garrett/Kate (Twilight), Alice Cullen & Carlisle Cullen, Carlisle Cullen & Jasper Hale, Carlisle Cullen & Edward Cullen, Carlisle Cullen & Rosalie Hale, Carlisle Cullen & Emmett Cullen, Harry Clearwater/Sue Clearwater, Charlotte/Peter (Twilight)","Alice Cullen, Jasper Hale, Carlisle Cullen, Esme Cullen, Bella Swan, Edward Cullen, Cynthia Brandon, Lauren Mallory, Jessica Stanley, Mike Newton, Original Human Character(s), Jacob Black, Billy Black, Charlie Swan, Sam Uley, Jared Cameron, Embry Call, Paul Lahote, Quil Ateara V, Quil ""Old Quil"" Ateara III, Seth Clearwater, Leah Clearwater, Sue Clearwater, Harry Clearwater, Kim Connweller, Emily Young (Twilight), Bree Tanner, Victoria (Twilight), James (Twilight), Laurent (Twilight), Eric Yorkie, Tyler Crowley, Maria (Twilight), Nettie (Twilight) (Mentioned), Lucy (Twilight) (Mentioned), Peter (Twilight), Charlotte (Twilight), Aro (Twilight) (Mentioned), The Volturi (Twilight), Alistair (Twilight), Angela Weber, Ben Cheney, Garrett (Twilight)","Human Alice Cullen, Philosophical Emmett Cullen, Edward Cullen Being An Asshole, Protective Edward Cullen, Protective Carlisle Cullen, Protective Esme Cullen, BAMF Esme Cullen, BAMF Carlisle Cullen, BAMF Jasper Hale, Possessive Alice Cullen, Larger Supernatural World, Aro is a Paranoid Asshole, Witches, Dhampir, Mermaids, actual werewolves, Thunderbirds - Freeform, Rosalie Hale has Feelings, Protective Rosalie Hale, Protective Emmett Cullen, Snarky Edward Cullen, snarky siblings, Sibling Love, Protective Siblings, Adopted Children, accidental teenager acquisition",English,2020-07-21,Updated,2020-10-12,109578,15/23,1,16,8,684
24971614,Animal Magnetism,Mature,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan, Renee Dwyer, Charlie Swan, Alice Cullen, Jasper Hale, Emmett Cullen, Rosalie Hale, Carlisle Cullen, Esme Cullen, Jessica Stanley, Angela Weber, Mike Newton, Eric Yorkie, Tyler Crowley, Jacob Black","Love triangles don't live here, Bella has friends in Phoenix, Edward is less of a stalker, Bella Swan with a Backbone, Edward is slightly less of a mopey anxiety boy",English,2020-06-29,Updated,2020-10-12,110261,22/25,131,125,42,3951
26978992,We've Met Before,Mature,F/M,Twilight Series - Stephenie Meyer,Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale, Edward Cullen, Carlisle Cullen","Pre-Canon, Pre-Twilight, Other Additional Tags to Be Added, First Meetings",English,2020-10-12,Updated,2020-10-12,873,2/?,null,1,null,32
26978674,Help,Teen And Up Audiences,,Twilight Series - Stephenie Meyer,,,,English,2020-10-12,Completed,2020-10-12,148,1/1,2,null,null,35
26493340,Daybreak,Not Rated,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Paul Lahote/Original Female Character(s), Paul Lahote/Original Character(s), Edward Cullen/Bella Swan, Jacob Black/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Paul Lahote x Original Female Character, Paul Lahote/OC, Wolf Pack (Twilight)/Original female character, Embry Call/Original Female Character(s), Embry Call/(platonic) Original Female Character, Jared Cameron/Kim Connweller, Sam Uley/Emily Young","Original Characters, Original Female Character(s), Original Male Character(s), Bella Swan, Charlie Swan, Paul Lahote, Embry Call, Jared Cameron, Quil Ateara V, Sam Uley, Emily Young (Twilight), Kim Connweller, Leah Clearwater, Sue Clearwater, Billy Black, Carlisle Cullen, Esme Cullen, Rosalie Hale, Alice Cullen, Jasper Hale, Emmett Cullen, Renesmee Cullen, Edward Cullen","Book: New Moon, Twilight References, Imprinting (Twilight), Werewolf Mates, Imprinting, Strong Female Characters, Sisters, Vampires, Original Character(s), Major Original Character(s), Slow Burn, Fluff, Angst, Angst with a Happy Ending, Angst and Hurt/Comfort, Falling In Love, twilight werewolfs, Wolf Pack",English,2020-09-16,Updated,2020-10-12,15484,6/?,24,61,21,795
26977366,Illicit Affairs,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Alice Cullen/Jasper Hale,"Jasper Hale, Alice Cullen",Alternate Universe - Human,English,2020-10-12,Completed,2020-10-12,3190,1/1,13,10,1,116
26974387,New Girl,Teen And Up Audiences,F/F,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)","Rosalie Hale/Reader, Edward Cullen/Bella Swan","Rosalie Hale, Reader, Alice Cullen, Emmett Cullen, Carlisle Cullen, Edward Cullen, Jessica Stanley","reader has a motorcycle, she's also Rosalie's mate, Pining, Rosalie denies it, Alice knows",English,2020-10-12,Completed,2020-10-12,2261,1/1,null,26,2,245
25957141,Black Sun,Mature,"M/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Emmett Cullen/Original Male Character(s),"Jacob Black, Jacob Black's Pack (Twilight), Emmett Cullen, Cullen Family, Sam Uley's Pack (Twilight)",,English,2020-08-17,Updated,2020-10-12,3776,4/17,1,2,null,85
26971429,Vampire Series,Teen And Up Audiences,F/M,Twilight Series - Stephenie Meyer,,"Bella Swan, Jasper Hale, Peter (Twilight), Garrett (Twilight), Edward Cullen",,English,2020-10-12,Updated,2020-10-12,9951,8/?,1,3,2,36
24220570,Fortunate Chance,Mature,F/F,Twilight Series - All Media Types,"Alice Cullen/Bella Swan, Minor or Background Relationship(s), Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale","Bella Swan, Alice Cullen, Renee Dwyer, Charlie Swan, Eric Yorkie, Angela Weber, Jessica Stanley, Mike Newton, Billy Black, Jacob Black, Minor Characters, Harry Clearwater, Sue Clearwater, Seth Clearwater, Leah Clearwater, Emmett Cullen, Rosalie Hale","Alternate Universe - Canon Divergence, Alternate Timelines, Mental Health Issues, Flashbacks, probably a very, Slow Burn, Fluff, Angst, Drama, Romance",English,2020-05-16,Updated,2020-10-12,83271,16/20,172,262,47,5708
25758502,Dusk,Not Rated,"F/M, M/M",Twilight Series - All Media Types,"Emmett Cullen/Beau Swan, Edythe Cullen/Royal Hale, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen",,,English,2020-08-07,Updated,2020-10-12,13939,2/?,2,3,null,46
26686894,Cuori in Guerra,Teen And Up Audiences,"F/F, F/M, M/M, Multi, Other","Twilight (Movies), Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","The Volturi (Twilight)/Original Character(s), Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Carlisle Cullen/Esme Cullen, Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Character(s), Aro (Twilight)/Original Character(s), Caius (Twilight)/Original Character(s), Marcus (Twilight)/Original Character(s), Demetri/Felix (Twilight), Emmett Cullen/Rosalie Hale","Aro (Twilight), Marcus (Twilight), Caius (Twilight)","Angst, Eventual Smut, War, Soulmates, True Mates, Vampires, Character Turned Into Vampire, Shapeshifting, Alternate Universe - Rock Band, Royalty, Holidays, Ballroom Dancing, Nonbinary Character, They/ Them Pronouns Main Character, AFAB, Queer Themes, Queer Character, Post-Canon, Polyamory, Polyamorous Character, BDSM, Rope Bondage, Trauma, Blood Kink, Knifeplay, Predator/Prey, Age Difference, Divorce, Choking, Riding Crops, Paint Kink, Break Up, Flashbacks, powers, Daddy Kink, Daddy Issues, Sugar Daddy, Sugar Daddies, Romance, Eventual Romance, Cuddling & Snuggling, Reading, Public Display of Affection, Public Sex, Slow Burn, Slow Build, Slow Romance, The Volturi (Twilight)/Original Character(s) - Freeform, Light Angst, Werewolves, Caius (Twilight) - Freeform, Marcus (Twilight) - Freeform, Aro (Twilight) - Freeform, Emmett Cullen/Rosalie Hale - Freeform, Demetri/Felix (Twilight) - Freeform, Marcus (Twilight)/Original Character(s) - Freeform, Caius (Twilight)/Original Character(s) - Freeform, Aro (Twilight)/Original Character(s) - Freeform, Aro (Twilight)/Caius (Twilight)/Marcus (Twilight)/Original Character(s) - Freeform, Carlisle Cullen/Esme Cullen - Freeform, Alice Cullen/Jasper Hale - Freeform, Edward Cullen/Bella Swan - Freeform, Threesome",English,2020-09-27,Updated,2020-10-12,9686,10/?,null,6,2,197
16581494,Trust No One,Mature,F/M,Twilight Series - Stephenie Meyer,Edward Cullen/Bella Swan,"Edward Cullen, Bella Swan","Romance, Drama",English,2018-11-10,Updated,2020-10-12,40456,15/?,14,83,16,1267
26590957,fast cars and money heists,Explicit,F/M,"Twilight Series - All Media Types, Twilight Series - Stephenie Meyer, Twilight (Movies)",Alice Cullen/Jasper Hale,"Alice Cullen, Jasper Hale, James (Twilight), Carlisle Cullen, Esme Cullen, Edward Cullen, Rosalie Hale, Emmett Cullen, Bella Swan, Jacob Black, Victoria (Twilight), Laurent (Twilight)","alternative universe, In which Alice is not bubbly and loud, She's a badass white collar criminal, and steals from casinos, Jasper is troubled ex soldier FBI guy, not your cute vampire story, no vampires here, Angst and Porn, and some romance too, Cowboy Jasper, bossy Alice",English,2020-09-22,Updated,2020-10-12,6785,2/20,22,8,2,111
25614127,Sic Semper Tyrannis,Mature,Gen,Twilight Series - Stephenie Meyer,"Alice Cullen/Jasper Hale, Afton/Chelsea (Twilight), Carlisle Cullen/Esme Cullen, Emmett Cullen/Rosalie Hale, Aro/Sulpicia (Twilight), Charlotte/Peter (Twilight)","Jasper Hale, Alice Cullen, Peter (Twilight), Charlotte (Twilight), Aro (Twilight), Chelsea (Twilight), Afton (Twilight), Demetri (Twilight), Felix (Twilight), Carlisle Cullen, Esme Cullen, Rosalie Hale, Emmett Cullen","Alternate Universe - Canon Divergence, Historical References, Canon Backstory",English,2020-07-30,Updated,2020-10-11,90251,17/?,6,9,1,190
26686987,Seen by Her Eyes,Mature,F/M,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types, Twilight (Movies)",Leah Clearwater/Carlisle Cullen,"Leah Clearwater, Carlisle Cullen, Jacob Black, Edward Cullen, Bella Swan, Sam Uley, Embry Call, Rosalie Hale, Emmett Cullen, Alice Cullen, Jasper Hale, Seth Clearwater",Romance,English,2020-09-27,Updated,2020-10-11,6604,3/?,5,11,2,144
26959663,Life and Death: Twilight Genderswapped Guide,Teen And Up Audiences,Gen,"Twilight Series - Stephenie Meyer, Twilight Series - All Media Types",,"Beau Swan, Edythe Cullen, Archie Cullen, Jessamine Hale, Eleanor Cullen, Royal Hale, Carine Cullen, Earnest Cullen, Jules Black, Bonnie Black, Paula Lahote, Samantha Uley, McKayla Newton, Jeremy Stanley, Logan Mallory, Erica Yorkie, Allen Weber, Becca Cheney, Kirill (Life and Death), Ivan (Life and Death), Elena (Twilight)",Genderbending,English,2020-10-11,Completed,2020-10-11,154,1/1,null,2,null,37
16540349,You Have to Kill your Morals to Survive,Teen And Up Audiences,F/F,Twilight Series - All Media Types,Leah Clearwater/Bella Swan,"Bella Swan, Leah Clearwater, Edward Cullen",,English,2018-11-06,Updated,2020-10-11,24767,11/?,25,100,23,2638
26957554,Family Intervention,Not Rated,F/F,Twilight Series - All Media Types,"Esme Cullen/Bella Swan, Rosalie Hale & Bella Swan, Alice Cullen & Bella Swan, Emmett Cullen/Rosalie Hale, Alice Cullen/Jasper Hale, James/Victoria (Twilight)","Bella Swan, Esme Cullen, Alice Cullen, Rosalie Hale, Emmett Cullen, Jasper Hale, Carlisle Cullen, Edward Cullen, Victoria (Twilight), James (Twilight), Laurent (Twilight), Didyme (Twilight)",Edward Cullen Bashing,English,2020-10-11,Completed,2020-10-11,8039,1/1,10,34,6,348
26455141,The Encounter,Teen And Up Audiences,"Other, F/M, M/M, Multi","Twilight Series - Stephenie Meyer, Twilight Series - All Media Types","Edward Cullen/Bella Swan, Alice Cullen/Jasper Hale, Emmett Cullen/Rosalie Hale, Carlisle Cullen/Esme Cullen, Phil Dwyer/Renee Dwyer, Harry Clearwater/Sue Clearwater, James/Laurent/Victoria (Twilight)","Victoria (Twilight), James (Twilight), Laurent (Twilight), Bella Swan, Edward Cullen, Jacob Black, Charlie Swan, Renee Dwyer, Alice Cullen, Esme Cullen, Carlisle Cullen, Rosalie Hale, Jasper Hale, Emmett Cullen, Billy Black, The Volturi (Twilight), Leah Clearwater, Seth Clearwater, Embry Call, Quil Ateara V, Quileute Tribe, Harry Clearwater, Sue Clearwater, Jessica Stanley, Mike Newton, Angela Weber, Eric Yorkie","Twilight Series Rewrite, Twilight Renaissance, Alternate Canon",English,2020-09-14,Updated,2020-10-11,21136,8/21,null,9,4,275
